id,sentence,label
978,"the out-degree of a vertex u in a directed graph is the number of directed edges (u, v) such that u is the first vertex of the edge.",1
979,"tpap is expensive, but it can be used in catalytic amounts.",0
980,this is thought to be a common transliteration due to the proximity in date between st demetrios and st james day in christian calendars.,0
981,"in roman mythology, cupid (latin cupido) is the god of erotic love and beauty.",1
982,"asteraceae are cosmopolitan, but most common in the temperate regions and tropical mountains.",0
983,"unique to anglicanism is the book of common prayer, the collection of services that worshippers in most anglican churches used for centuries.",0
984,a frigate is a warship.,1
985,like all turkish cities ayd̳�n is now spreading as the middle-classes are leaving their flats in the city for smarter apartments or houses slightly out of town.,0
986,"r̰�ssler, endophysics, in: j.",0
987,"this screen name is very similar to crudely programmed im robots (typically known as a bot), the program smarterchild uses a much more sophisticated program, but crushconnect is still able to understand most commands.",0
988,a gun is  any of several types of object that propels another object  or projectile .,1
989,"etland also has a retail consumer program, and affiliates can, for example, place product images and products on their sites.",0
990,"the poem ""the conqueror worm"" was first incorporated into the text as a poem composed by ligeia in the new york world.",0
991,"pong  is based on the sport of table tennis (or ""ping pong""), and named after the sound generated by the circuitry when the ball is hit.",1
992,"1,200 nambikwara live federal reservations in the brazilian state of mato grosso along the guapor̰� and juruena rivers.",0
993,"in the present day, yoshimori sumimura and tokine yukimura, heirs of the hazama clan, became the kekkaishi protecting the land and the power.",0
994,the apiales are an order of flowering plants.,1
995,the borg are a fictional pseudo-race of cyborgs depicted in star trek .,1
996,a prismatoid is a polyhedron where all vertices lie in two parallel planes .,1
997,"rip hunter and booster escape to the end of the infinite crisis, where they witness the secret creation of 52 identical parallel universes, which mister mind intends to consume.",0
998,"the homepage (often written as home page) or main page is  the url or local file that automatically loads when a web browser starts and when the browser's ""home"" button is pressed.",1
999,"kapok ( ceiba pentandra ) is a tropical tree of the order malvales and the family malvaceae ( previously separated in the family bombacaceae ) , native to mexico , central america and the caribbean , northern south america , and ( as the variety c. pentandra var . guineensis ) to tropical west africa .",1
1000,"on the 14th december 2007, in association with jo whiley and her bbc radio 1 live lounge tour, the stereophonics returned back to their home village of cwmaman to play an exclusive acoustic gig in the cwmaman working men's club, the venue where the band first performed.",0
1001,the largest towns near to barakar are: asansol (17 km from barakar) and dhanbad (42 km from barakar).,0
1002,"in the final battle between the joes and cobra-la, destro is seen fighting, but it is not revealed how he escaped from the explosion that destroyed the rest of cobra-la.",0
1003,"mudigonda mandal is surrounded by lot of villages, of which vallabhi and bhanapuram are the biggest villages.",0
1004,thus commonwealth originally meant a state or nation-state governed for the common good as opposed to an authoritarian state governed for the benefit of a given class of owners.,0
1005,a psychiatrist ( also called alienist ) is   a physician who specializes in psychiatry and is certified in treating mental disorders .,1
1006,"a checksum is a form of redundancy check, a simple way to protect the integrity of data by detecting errors in data that are sent through space (telecommunications) or time (storage).",1
1007,"cerberus guarded the gate to hades and ensured that spirits of the dead could enter, but none could exit (additionally, no living person was to come into hades).",0
1008,"in contrast to the schwebebahn, the h-bahn needs no drivers, it is driven automatically and is supervised from a control centre.",0
1009,elimination blackjack is a tournament format of blackjack.,0
1010,visconti̢���s meticulous realism gives a bright picture of court life in the nineteenth-century bavaria and shows with impressive dramatic pathos how a dreamy romantic idealist as ludwig succumbs to the strenuous and urgent demands of his responsibilities as king.,0
1011,"in the common law, an answer is the first pleading by a defendant, usually filed and served upon the plaintiff within a certain strict time limit after a civil complaint or criminal information or indictment has been served upon the defendant.",1
1012,an ambush is a long established military tactic in which an ambushing force uses concealment to attack an enemy that passes its position.,1
